“There aren't any good restaurants in Sydney; I tried two and they were both horrible.”	“I tried two and they were both horrible.”	support	(marriage; capable of; deceiving)
I hear the rain falling outside my window	therefore, the sun is not shining	support	(marriage; capable of; deceiving)
"I stay away from those gatherings because I don't want to be brainwashed."	"I stay away from those gatherings because I don't want to be brainwashed."	support	(marriage; capable of; deceiving)
If Mom didn't turn off the air conditioner, then clearly she must be too hot.	therefore, she must be too hot.	support	(marriage; capable of; deceiving)
Mike: It is morally wrong to cheat on your spouse, why on earth would you have done that?.	Ken: But what is morality exactly?...	support	(marriage; capable of; deceiving)
"We've got to stop them from banning poetry. Once they start banning one form of literature, they will never stop. Next thing you know, they will be burning all the books!"	"We've got to stop them from banning poetry. Once they start banning one form of literature, they will never stop. Next thing you know, they will be burning all the books!"	support	(marriage; capable of; deceiving)
Mayor: During my previous term as mayor my staff and I spent a great deal of time focusing on our city's economy, and unemployment reached an all-time high as a result.	So clearly you should support my re-election campaign if you are among those still looking for a job.	support	(marriage; capable of; deceiving)
Sometimes kids ride skateboards and fall off, breaking their arms or legs.	Clearly, riding a skateboard is extremely dangerous.	support	(marriage; capable of; deceiving)
Several years ago, a group of 10 psychologists started a psychology training program.	Each of those psychologists is efficient, effective, and highly-regarded.	support	(marriage; capable of; deceiving)
Don't listen to her advice about math.	She doesn't even know how to tie her own shoes!	support	(marriage; capable of; deceiving)
The Supreme Court has just flinched from its responsibility to stop the unjust jailing of two journalists―not charged with any wrongdoing―by a runaway prosecutor who will go to any lengths to use the government's contempt power to force them to betray their confidential sources.	The Supreme Court has just flinched from its responsibility to stop the unjust jailing of two journalists―not charged with any wrongdoing―by a runaway prosecutor who will go to any lengths to use the government's contempt power to force them to betray their confidential sources.	support	(marriage; capable of; deceiving)
Jon: Why should I bother exercising while my spouse is on vacation stuffing her face with food..	Jon: Why should I bother exercising while my spouse is on vacation stuffing her face with food..	support	(marriage; capable of; deceiving)
Speaker 1: I think the idea of a moral law requires the existence of a lawgiver (i.e. God)..	Speaker 2: Of course you would say that. You're a Christian. Why should we listen to you?	support	(marriage; capable of; deceiving)
The latest craze or fad; everyone has to have it.	The latest craze or fad; everyone has to have it.	support	(marriage; capable of; deceiving)
"I don't know how to complete my geometry homework tonight; I probably can't pass the course since I can't do this one assignment."	"I don't know how to complete my geometry homework tonight; I probably can't pass the course since I can't do this one assignment."	support	(marriage; capable of; deceiving)
People should let their cats go outside	Going outside gives cats more exercise	support	(marriage; capable of; deceiving)
That answer you just gave cannot be right	because you are always so rude.	support	(marriage; capable of; deceiving)
I am voting for Smith for President because the rest of my family is voting for him.	I am voting for Smith for President because the rest of my family is voting for him.	support	(marriage; capable of; deceiving)
If you break your diet and have one cookie tonight, you will just want to eat 10 cookies tomorrow, and before you know it, you will have gained back the 15 pounds you lost.	This is an example of which logical fallacy?	support	(marriage; capable of; deceiving)
Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other.	Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other.	support	(marriage; capable of; deceiving)
The writer or speaker intentionally misleads the audience by using a word with a double or ambiguous meaning.	The writer or speaker intentionally misleads the audience by using a word with a double or ambiguous meaning.	support	(marriage; capable of; deceiving)
I lost my phone in the living room	so it will always be in the living room when it is lost.	support	(marriage; capable of; deceiving)
I can't understand why people are complaining that it's difficult to find a job in this job market.	My daughter and I got jobs without any trouble.	support	(marriage; capable of; deceiving)
Thanks to her enduring popularity with employees, Ella Watson is the best-liked CEO in our company's history.	Ella Watson is the best-liked CEO in our company's history.	support	(marriage; capable of; deceiving)
Billy murdered all those people because I spanked him when he was a child	I spanked him when he was a child	support	(marriage; capable of; deceiving)
Mormonism is one of the fastest growing sects of Christianity today	so that whole story about Joseph Smith getting the golden plates that, unfortunately, disappeared back into heaven, must be true!	support	(marriage; capable of; deceiving)
Sandra tells her mom, "I deserve to have a later curfew, so you should let me stay out until 10pm!"	Sandra tells her mom, "I deserve to have a later curfew, so you should let me stay out until 10pm!"	support	(marriage; capable of; deceiving)
"Stephen Hawking in the smartest scientist on the planet, so if he says global warming is real, it must be true!"	"Stephen Hawking in the smartest scientist on the planet, so if he says global warming is real, it must be true!"	support	(marriage; capable of; deceiving)
The Royals are promoting their team for the next season by telling people to come join the team because everyone else has	The Royals are promoting their team for the next season by telling people to come join the team because everyone else has	support	(marriage; capable of; deceiving)
He sometimes behaves violently when I am around him	I don't know what it is that I am doing to make him become so violent.	support	(marriage; capable of; deceiving)
while doing research for her debate topic on school uniforms, Sara discovered that a local elementary school survey indicated that 72% of its 1st graders wanted uniforms. She used this as evidence to support that all high schools should wear school uniforms.. What fallacy did Sara use here?	while doing research for her debate topic on school uniforms, Sara discovered that a local elementary school survey indicated that 72% of its 1st graders wanted uniforms. She used this as evidence to support that all high schools should wear school uniforms.. What fallacy did Sara use here?	support	(marriage; capable of; deceiving)
Affirmative Action can never be fair or just	You cannot remedy one injustice by committing another	support	(marriage; capable of; deceiving)
All my friends are doing a low carb diet	That must be the only way to lose weight so I will do it too.	support	(marriage; capable of; deceiving)
Canada is the best country to live in	because it's better than the other countries!	support	(marriage; capable of; deceiving)
A mother who tells the pediatrician that she doesn't trust his judgment because he's never been a mother.	because he's never been a mother.	support	(marriage; capable of; deceiving)
"Florida is the most important state because it has sun and beaches."	"Florida is the most important state because it has sun and beaches."	support	(marriage; capable of; deceiving)
Bertrand declares that a teapot is, at this very moment, in orbit around the Sun between the Earth and Mars, and that because no one can prove him wrong, his claim is therefore a valid one.	Bertrand declares that a teapot is, at this very moment, in orbit around the Sun between the Earth and Mars, and that because no one can prove him wrong, his claim is therefore a valid one.	support	(marriage; capable of; deceiving)
"In its origins [AIDS] was entirely a disease of sodomites... That the first case was diagnosed a little over a decade after the so-called "Gay Rights" and "Gay Pride" movement gained momentum and force can hardly be coincidental."	"In its origins [AIDS] was entirely a disease of sodomites... That the first case was diagnosed a little over a decade after the so-called "Gay Rights" and "Gay Pride" movement gained momentum and force can hardly be coincidental."	support	(marriage; capable of; deceiving)
Order is necessary to justice because justice can only be achieved by a program of social and legal order.	Order is necessary to justice because justice can only be achieved by a program of social and legal order.	support	(marriage; capable of; deceiving)
Everyone wants the iPhone 11 because it's the best phone on the market	because it's the best phone on the market	support	(marriage; capable of; deceiving)
A parent who says that the teacher doesn't know how to teach because she graduated from a community college.	because she graduated from a community college.	support	(marriage; capable of; deceiving)
After Will said that we should put more money into health and education, Warren responded by saying that he was surprised that Will hates our country so much that he wants to leave it defenseless by cutting military spending.	Warren said that he was surprised that Will hates our country so much that he wants to leave it defenseless by cutting military spending.	support	(marriage; capable of; deceiving)
Did your misleading claims result in you getting promoted?	Did your misleading claims result in you getting promoted?	support	(marriage; capable of; deceiving)
America is the best place to live, because it's better than any other country.	(This is a good example of...)	support	(marriage; capable of; deceiving)
Ivan: You cannot borrow my car because it turns back into a pumpkin at midnight..	Sidney: If you really think that, you're an idiot..	support	(marriage; capable of; deceiving)
Allowing people to possess guns is like giving a bomb to a bunch of kids	is like giving a bomb to a bunch of kids	support	(marriage; capable of; deceiving)
Joan is scratched by a cat while visiting her friend.	Two days later she comes down with a fever.	support	(marriage; capable of; deceiving)
The political commercials described the mayor as a “monster” who “hated babies”	but they never discussed his plans for the city.	support	(marriage; capable of; deceiving)
Of course Lou would want to go biking on field trip day - biking is the only thing he ever does!	He shouldn't be allowed to choose an activity.	support	(marriage; capable of; deceiving)
Force people to choose between two extreme choices intentionally ignoring the whole spectrum of other possibilities.	intentionally ignoring the whole spectrum of other possibilities.	support	(marriage; capable of; deceiving)
My neighbor's child was kidnapped while playing alone in her yard	My city must be a dangerous place for children.	support	(marriage; capable of; deceiving)
Suggesting that John F. Kennedy won the presidency over Richard Nixon exclusively because of the debate on TV	because of the debate on TV	support	(marriage; capable of; deceiving)
“The two courses I took at Harvard were not very interesting.	I don't think it is a good university.”	support	(marriage; capable of; deceiving)
If I went to the mall a polled 3 people, those opinions would not represent the opinions of the city population.	those opinions would not represent the opinions of the city population.	support	(marriage; capable of; deceiving)
If you forget to floss, you will get cavities, and if you get cavities, you will lose all your teeth by the time you're 30.	If you forget to floss, you will get cavities, and if you get cavities, you will lose all your teeth by the time you're 30.	support	(marriage; capable of; deceiving)
"Some tall people recently vandalized the park, tall people are irresponsible."	"Some tall people recently vandalized the park, tall people are irresponsible."	support	(marriage; capable of; deceiving)
the analogy 'animal Auschwitz,' which compares the treatment of animals to the treatment of Jews, gays and other groups during the Nazi era.	the analogy 'animal Auschwitz,' which compares the treatment of animals to the treatment of Jews, gays and other groups during the Nazi era.	support	(marriage; capable of; deceiving)
My mother has always told me not to drink milk after eating fish because she knows a friend whose skin got patched after drinking milk and eating fish together.	Besides, many other people have told me the same thing so it must be true.	support	(marriage; capable of; deceiving)
Every severe recession follows a Republican Presidency	therefore Republicans are the cause of recessions.	support	(marriage; capable of; deceiving)
Ted: Biological evolution is both a theory and a fact...	Edwin: That is ridiculous! How can you possibly be absolutely certain that we evolved from pond scum!	support	(marriage; capable of; deceiving)
“Eat great food at our restaurant, or eat sad, boring meals at home.”	“Eat great food at our restaurant, or eat sad, boring meals at home.”	support	(marriage; capable of; deceiving)
My roommate wants to talk about cleaning out the garage	so I asked her what she wants to do with our patio furniture	support	(marriage; capable of; deceiving)
"The majority of people are voting for John Doe, so he must be the best candidate."	"The majority of people are voting for John Doe, so he must be the best candidate."	support	(marriage; capable of; deceiving)
"Your Honor, the defendant has been able to provide no strong evidence to prove his innocence; therefore, you must find him guilty."	"Therefore, you must find him guilty."	support	(marriage; capable of; deceiving)
gun registration would start us sliding into the unconstitutional morass of universal arms confiscation.	gun registration would start us sliding into the unconstitutional morass of universal arms confiscation.	support	(marriage; capable of; deceiving)
Poetry is a based on rhythm, and music is based on rhythm, so isn't poetry a kind of music?	Poetry is a based on rhythm, and music is based on rhythm, so isn't poetry a kind of music?	support	(marriage; capable of; deceiving)
If you don't eat breakfast, you'll slouch in your desk. If you slouch in your desk, you'll hurt your back. If you hurt your back, you'll never become President.	What fallacy is being committed here?	support	(marriage; capable of; deceiving)
It is possible to fake the moon landing through special effects.	Therefore, the moon landing was a fake using special effects.	support	(marriage; capable of; deceiving)
"She's definitely a feminist; she watched the Democratic National Convention"	IS an example of this fallacy.	support	(marriage; capable of; deceiving)
"The academic decathlon, Mr. Iglesias? That's a rich kid thing."	"The academic decathlon, Mr. Iglesias? That's a rich kid thing."	support	(marriage; capable of; deceiving)
This is an example of which fallacy?	This is an example of which fallacy?	support	(marriage; capable of; deceiving)
There is a lot of commotion regarding saving the environment.	We cannot make this world an Eden.	support	(marriage; capable of; deceiving)
If you don't pass this quiz, you will get a low grade.	This will affect your score in the gradebook, you will fail Eng II.	support	(marriage; capable of; deceiving)
Attributing the cause of World War II to only Adolf Hitler's hatred of the Jews	Attributing the cause of World War II to only Adolf Hitler's hatred of the Jews	support	(marriage; capable of; deceiving)
lloro todo el tiempo; Es saludable.	Earl, you should invest in some therapy..	support	(marriage; capable of; deceiving)
“My boss isn't willing to increase the number of vacation days we get each year. That means she doesn't care about our health. It's wrong not to care about employees' health. She should be replaced with someone who cares about the employees.”	“My boss isn't willing to increase the number of vacation days we get each year. That means she doesn't care about our health. It's wrong not to care about employees' health. She should be replaced with someone who cares about the employees.”	support	(marriage; capable of; deceiving)
Many people criticize Thomas Jefferson for being an owner of slaves	But Jefferson was one of our greatest presidents, and his Declaration of Independence is one of the most eloquent pleas for freedom and democracy ever written.	support	(marriage; capable of; deceiving)
I think it should be against the law..	Oh, I suppose you're against the right to free speech, then?	support	(marriage; capable of; deceiving)
Red had come up six times in a row on the roulette wheel	so Greg knew that it was close to certain that black would be next up	support	(marriage; capable of; deceiving)
Steve: In Sweden, college is free for citizens. How come we can't do that here?.	Ed: If you like Sweden so much, move there. The USA would be glad to be rid of your liberal ass!.	support	(marriage; capable of; deceiving)
I'm raising funds to help cure XYZ disease.	If you don't donate, then you're part of the problem.	support	(marriage; capable of; deceiving)
"I see nobody on the road," said Alice.. "I only wish I had such eyes," the king remarked..."To be able to see Nobody! And at that distance, too! Why it's as much as I can do to see real people, by this light."	"I see nobody on the road," said Alice.. "I only wish I had such eyes," the king remarked..."To be able to see Nobody! And at that distance, too! Why it's as much as I can do to see real people, by this light."	support	(marriage; capable of; deceiving)
We haven't found the ruins of Troy	so the city of Troy didn't really exist.	support	(marriage; capable of; deceiving)
"We should abolish the death penalty. Many respected people, such as actor, Chewbacca, have publicly stated their opposition to it."	"Many respected people, such as actor, Chewbacca, have publicly stated their opposition to it."	support	(marriage; capable of; deceiving)
According to the Supreme Court, we have a right to abortion.	Therefore, it is right to have an abortion.	support	(marriage; capable of; deceiving)
The reason our company never makes any money is because we have a buffoon running it	The reason our company never makes any money is because we have a buffoon running it	support	(marriage; capable of; deceiving)
Not believing in the literal resurrection of Jesus because the Bible has errors and contradictions, is like denying that the Titanic sank because eye-witnesses did not agree if the ship broke in half before or after it sank.	is like denying that the Titanic sank because eye-witnesses did not agree if the ship broke in half before or after it sank.	support	(marriage; capable of; deceiving)
Look, you are going to have to make up your mind. Either, you decide that you can afford this stereo, or your decide that you are going to have to go without music for a while.	Either, you decide that you can afford this stereo, or your decide that you are going to have to go without music for a while.	support	(marriage; capable of; deceiving)
A student gets into trouble for not meeting the dress code at her school.	When her teacher confronts her, she begins talking about how the dress code is a punishment for girls and boys are able to wear whatever they want.	support	(marriage; capable of; deceiving)
How do I know that Beth is the most intelligent person in our geometry class?	I know because she's so smart.	support	(marriage; capable of; deceiving)
Mayor Kerr wants to create more bicycle lanes in Greenpoint	Why is he forcing us to give up our cars and bike everywhere?	support	(marriage; capable of; deceiving)
Look at that face! Could anyone trust that to run the country?	Could anyone trust that to run the country?	support	(marriage; capable of; deceiving)
assumes that short-term deviations will correct themselves	assumes that short-term deviations will correct themselves	support	(marriage; capable of; deceiving)
"Everyone should like coffee: 95% of teachers do!"	"Everyone should like coffee: 95% of teachers do!"	support	(marriage; capable of; deceiving)
This fallacy assumes something is true (or right, or good) because other people agree with it.	It assumes that because other people agree with it, it must be true.	support	(marriage; capable of; deceiving)
I know four poor families. They are lazy drug addicts.	Therefore, all poor people are lazy drug addicts.	support	(marriage; capable of; deceiving)
How many times per day do you beat your wife?	How many times per day do you beat your wife?	support	(marriage; capable of; deceiving)
Maury: Please put all my chips on red 21..	Dealer: Are you sure you want to do that?  Red 21 just came up in the last spin..	support	(marriage; capable of; deceiving)
Don't listen to Senator Bob's opinion.	He is a crook, and a spiteful loony man.	support	(marriage; capable of; deceiving)
Which type of appeal is used in the following phrase from the Declaration of Independence: “He has plundered our seas, ravaged our coasts, burned our towns, and destroyed the lives of our people”	Which type of appeal is used in the following phrase from the Declaration of Independence: “He has plundered our seas, ravaged our coasts, burned our towns, and destroyed the lives of our people”	support	(marriage; capable of; deceiving)
I knew I should have helped that old lady across the road	because I didn't, I have been having bad Karma all day.	support	(marriage; capable of; deceiving)
An NSA whistle-blower, William Binney, said last week that the agency's surveillance activities put us on 'a slippery slope toward a totalitarian state'	An NSA whistle-blower, William Binney, said last week that the agency's surveillance activities put us on 'a slippery slope toward a totalitarian state'	support	(marriage; capable of; deceiving)
According to the university brochure, the majors with the most students are Economics and Computer Science.	Therefore, you should declare one of these majors if you want to have a successful career.	support	(marriage; capable of; deceiving)
It's getting late, and we still have to decide on the school budget.	What do you say we just leave it as is and we can call it a night?	support	(marriage; capable of; deceiving)
We now produce the best program in existence	four thousand businesses subscribe to our program.	support	(marriage; capable of; deceiving)
If I'm psychic, I will be able to see dead people.	I see dead people, therefore I'm psychic.	support	(marriage; capable of; deceiving)
Ladies and gentlemen of the jury, look at the bloody clothes, the murder weapon. Imagine the helpless screams of the victim. Such a crime deserves no verdict except guilty, guilty!	Ladies and gentlemen of the jury, look at the bloody clothes, the murder weapon. Imagine the helpless screams of the victim. Such a crime deserves no verdict except guilty, guilty!	support	(marriage; capable of; deceiving)
If you told a person, "I think we should all stay inside to bend the curve of COVID-19" and they replied, "so I guess you want people to lose their jobs then," what logical fallacy are they using?	If you told a person, "I think we should all stay inside to bend the curve of COVID-19" and they replied, "so I guess you want people to lose their jobs then," what logical fallacy are they using?	support	(marriage; capable of; deceiving)
Running the government is like running a business.	You can't keep running into debt and expect to be successful.	support	(marriage; capable of; deceiving)
What did you use to wipe your fingerprints from the gun?	so it will always be in the living room when it is lost.	support	(marriage; capable of; deceiving)
He said a lovely lady like me doesn't have to worry about his bear because this is a man-eating bear.	because this is a man-eating bear.	support	(marriage; capable of; deceiving)
Unless you can close your eyes to abuse, write a check to save this puppy.	unless you can close your eyes to abuse, write a check to save this puppy.	support	(marriage; capable of; deceiving)
Why must you always take such a stupid and uninformed approach to ethics?	Why must you always take such a stupid and uninformed approach to ethics?	support	(marriage; capable of; deceiving)
"He wouldn't make a good president because he looks like a sad muppet."	"He wouldn't make a good president because he looks like a sad muppet."	support	(marriage; capable of; deceiving)
"I have one Japanese friend and it's true that all of them are numb."	"I have one Japanese friend and it's true that all of them are numb."	support	(marriage; capable of; deceiving)
Lois and Jan did a "snow dance" one afternoon, and it snowed that night.	they claimed to have brought the snow.	support	(marriage; capable of; deceiving)
Gertrude: I am tired of having to fill out these forms all day.	Can't we find a more efficient system?.	support	(marriage; capable of; deceiving)
If someone said, "all kids love Cinnamon Toast Crunch, but you don't love it so you must not be a real kid," what logical fallacy are they using?	they are using the fallacy of the false dilemma	support	(marriage; capable of; deceiving)
We should move to the midwest because the Wall Street Journal says the cost of living is cheaper there	because the Wall Street Journal says the cost of living is cheaper there	support	(marriage; capable of; deceiving)
Either we go to war or we appear weak.	We go to war or we appear weak.	support	(marriage; capable of; deceiving)
"If we ban Hummers because they are bad for the environment, then eventually the government will ban all cars; therefore, we should not ban Hummers."	"If we ban Hummers because they are bad for the environment, then eventually the government will ban all cars; therefore, we should not ban Hummers."	support	(marriage; capable of; deceiving)
Lisa is trying to raise money for her university's library. In her address to the board of trustees, she says, "We must raise tuition to cover the cost of new books. Otherwise, the school library will close!".	Of what fallacy is this an example?	support	(marriage; capable of; deceiving)
“President Jones raised taxes, and then the rate of violent crime went up.	Jones is responsible for the rise in crime.”	support	(marriage; capable of; deceiving)
"How am I to get in?" asked Alice again, in a louder tone.. "Are you to get in at all?" said the Footman, "That's the first question, you know."	"That's the first question, you know."	support	(marriage; capable of; deceiving)
Senator Jill: "We'll have to cut education funding this year.". Senator Bill: "Why?". Senator Jill: "Well, either we cut the social programs or we live with a huge deficit and we can't live with the deficit."	Senator Jill: "We'll have to cut education funding this year.". Senator Bill: "Why?". Senator Jill: "Well, either we cut the social programs or we live with a huge deficit and we can't live with the deficit."	support	(marriage; capable of; deceiving)
Rush to shop at Super-Mart this weekend, everyone is doing it!	Rush to shop at Super-Mart this weekend, everyone is doing it!	support	(marriage; capable of; deceiving)
One day, Megan wore a Donald Duck t-shirt, and she got an ¨A¨ on her Chemistry test. Now she wears a Donald Duck t-shirt every day to Chemistry class..	Of what fallacy is this an example?	support	(marriage; capable of; deceiving)
Parent: You need to clean out your backpack	Child: You know I have ADD! Why can't you just accept me as I am?	support	(marriage; capable of; deceiving)
All hunting is inhumane and should be outlawed.	It is inhumane and should be outlawed.	support	(marriage; capable of; deceiving)
There were wonderful psychologists who passed away several decades ago	If they could be effective in what they did without reading any of the studies or other articles that have been published in the last several decades, there's no need for me to read any of those works in order to be effective.	support	(marriage; capable of; deceiving)
This technique using vague positive words that actually hold little meaning.	using vague positive words that actually hold little meaning.	support	(marriage; capable of; deceiving)
“President Jones raised taxes, and then the rate of violent crime went up.	Therefore, I think Jones is responsible for the rise in crime."	support	(marriage; capable of; deceiving)
P1. Lead poisoning can contribute to violent behavior.. P2. Many inner city children have dangerous levels of lead in their blood.. C. Therefore, violent crime in the inner city can be solved by curing the lead problem.	P1. Lead poisoning can contribute to violent behavior.. P2. Many inner city children have dangerous levels of lead in their blood.. C. Therefore, violent crime in the inner city can be solved by curing the lead problem.	support	(marriage; capable of; deceiving)
What I do know is that if a dirty bomb goes off on Wall Street and the winds are blowing this way, then I and much of this part of Brooklyn are possibly toast.	Is that worth possible violations of the rights of some psycho-violent street thug? To me it is.	support	(marriage; capable of; deceiving)
Gas prices have been rising steadily these past few years.	Thus, the cost of car ownership is higher than it was previously.	support	(marriage; capable of; deceiving)
If you don't study, you'll fail your test.	Then you will do poorly in the class and your GPA will fall.	support	(marriage; capable of; deceiving)
When the judge asked the defendant why he hadn't paid his parking fines, he said that he shouldn't have to pay them because the sign said 'Fine for parking here' and so he naturally presumed that it would be fine to park there.	so he naturally presumed that it would be fine to park there.	support	(marriage; capable of; deceiving)
Television Advertisement: Get all of your stains out by using new and improved Ultra Suds and wash your blues away!	Television Advertisement: Get all of your stains out by using new and improved Ultra Suds and wash your blues away!	support	(marriage; capable of; deceiving)
"Either the city should provide recycling bins or throw out the Recycling Act" is an example of	"Either the city should provide recycling bins or throw out the Recycling Act" is an example of	support	(marriage; capable of; deceiving)
This is usually used in a company's slogan	using words that are very vague and nonspecific, but sound really nice. ex: "Eat Fresh." "Expect More. Pay Less."	support	(marriage; capable of; deceiving)
Either we pass this ordinance or there will be rioting in the streets	or there will be rioting in the streets	support	(marriage; capable of; deceiving)
